#
# VizieR Astronomical Server: http://vizier.u-strasbg.fr 2006-11-17T21:24:24
# Explanations and Statistics of UCDs: See LINK below
# In case of problem, please report to: question@simbad.u-strasbg.fr
# (link)
#
#Coosys J2000: eq_FK5 2000
#INFO -ref=Vxml2846

#RESOURCE=1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Table I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue\vizContent{timeSerie}
#Coosys J2000_1991.250: eq_FK5 2000_1991.250
#Column HIP (I6) Identifier (HIP number) (H1) [ucd=meta.id;meta.main]
#Column _RAJ2000 (F10.6) Right ascension (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account (computed by VizieR, not part of the original data) [ucd=pos.eq.ra;meta.main]
#Column _DEJ2000 (F10.6) Declination (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account (computed by VizieR, not part of the original data) [ucd=pos.eq.dec;meta.main]
#Column Vmag (F5.2) ? Magnitude in Johnson V (H5)
#---List of values: [ucd=phot.mag;em.opt.V]
#Column B-V (F6.3) ? Johnson B-V colour (H37)
#---List of values: [ucd=phot.color;em.opt.B;em.opt.V]
#Column pmRA (F8.2) Proper motion mu_alpha.cos(delta), ICRS(H12) {\em(for J1991.25 epoch)}
#---List of values: [ucd=pos.pm.ra]
#Column pmDE (F8.2) ? Proper motion mu_delta, ICRS (H13) {\em(for J1991.25 epoch)}
#---List of values: [ucd=pos.pm.dec]
#Column Plx (F7.2) ? Trigonometric parallax (H11)
#---List of values: [ucd=pos.parallax.trig]
#HIP;_RAJ2000;_DEJ2000;Vmag;B-V;pmRA;pmDE;Plx
#;deg;deg;mag;mag;mas/yr;mas/yr;mas
#------;----------;----------;-----;------;--------;--------;-------
 30060; 94.905778; 59.010965; 4.44; 0.032;   -3.51;   24.43;  21.88
 30122; 95.078302;-30.063367; 3.02;-0.160;    8.00;    3.81;   9.70
 30277; 95.528451;-33.436400; 3.85; 0.858;  -24.19;  -52.48;  13.75
 30324; 95.674939;-17.955918; 1.98;-0.240;   -3.45;   -0.47;   6.53
 30343; 95.740113; 22.513586; 2.87; 1.621;   56.84; -108.79;  14.07
 30419; 95.942023;  4.592865; 4.39; 0.215;  -20.88;   10.75;  25.39
 30438; 95.987958;-52.695660;-0.62; 0.164;   19.99;   23.67;  10.43
 30788; 97.042533;-32.580071; 4.47;-0.169;  -13.78;   24.24;   8.03
 30867; 97.204458; -7.033062; 3.76;-0.113;   -7.00;   -4.97;   4.72
 30883; 97.240778; 20.212133; 4.13;-0.115;   -5.98;  -14.08;   6.49
 31125; 97.964027;-23.418422; 4.34;-0.245;   -2.72;    6.45;   1.59
 31216; 98.225947;  7.332965; 4.47; 0.023;   -3.89;   -5.80;   2.16
 31407; 98.744083;-52.975607; 4.35;-0.021;   -7.65;   11.33;   1.85
 31416; 98.764118;-22.964793; 4.54;-0.035;   13.11;   16.52;   7.92
 31592; 99.170989;-19.255879; 3.95; 1.037;   62.32;  -69.91;  50.41
 31681; 99.427921; 16.399252; 1.93; 0.001;   -2.04;  -66.92;  31.12
 31685; 99.440297;-43.195934; 3.17;-0.103;   -0.43;   -3.99;   7.71
 31700; 99.472590;-18.237478; 4.42; 1.137;   -6.86;   -8.47;   7.03
 31978;100.244419;  9.895754; 4.66;-0.233;   -0.66;   -2.51;   3.19
 32246;100.983025; 25.131124; 3.06; 1.377;   -5.93;  -12.81;   3.61
 32249;100.997053; 13.228017; 4.49; 1.167;   -2.29;  -51.80;  11.82
 32349;101.287155;-16.716116;-1.44; 0.009; -546.01;-1223.08; 379.21
 32362;101.322353; 12.895591; 3.35; 0.443; -115.16; -190.91;  57.02
 32533;101.832627;  8.037254; 4.77; 1.396;  -23.34;  -11.84;   6.73
 32578;101.965205;  2.412159; 4.48; 1.099;  -12.97;  -12.36;   8.74
 32759;102.460246;-32.508478; 3.50;-0.116;   -9.18;    4.04;   4.13
 32761;102.463808;-53.622450; 4.41; 0.899;   -2.27;   17.57;   5.90
 32768;102.484035;-50.614560; 2.94; 1.207;   34.23;  -65.85;  17.85
 33018;103.197243; 33.961254; 3.60; 0.102;   -2.66;  -47.67;  16.59
 33152;103.533136;-24.184211; 3.89; 1.740;   -3.46;    5.02;   1.65
 33160;103.547491;-12.038628; 4.08; 1.418; -139.04;  -14.47;  12.94
 33202;103.660983; 13.177827; 4.73; 0.321;   70.19;  -77.79;  35.79
 33302;103.905962;-20.136497; 4.66; 0.374;   51.35;   39.75;  34.21
 33347;104.034270;-17.054242; 4.36;-0.063;   -2.46;    1.91;   1.06
 33449;104.319191; 58.422759; 4.35; 0.850;    6.58; -123.53;  19.14
 33579;104.656452;-28.972084; 1.50;-0.211;    2.63;    2.29;   7.57
 33856;105.429782;-27.934830; 3.49; 1.729;   -6.01;    4.64;   2.68
 33977;105.756136;-23.833291; 3.02;-0.077;   -1.56;    4.28;   1.27
 34045;105.939553;-15.633286; 4.11;-0.112;   -0.81;  -11.20;   8.11
 34088;106.027216; 20.570297; 4.01; 0.899;   -5.72;   -0.96;   2.79
 34444;107.097851;-26.393200; 1.83; 0.671;   -2.75;    3.33;   1.82
 34693;107.784878; 30.245163; 4.41; 1.261;  -31.00;  -48.40;  10.81
 34769;107.966084; -0.492764; 4.15;-0.005;   -0.22;    6.68;   8.70
 34834;108.140106;-46.759305; 4.49; 0.324; -135.60;  106.79;  47.22
 34922;108.384661;-44.639739; 4.42; 1.331;  107.12;  325.32;  16.46
 34981;108.563384;-26.352507; 4.42;-0.170;   -6.58;    3.89;   2.07
 35020;108.658920;-48.271927; 4.75;-0.091;   -4.18;    0.63;   9.20
 35037;108.702725;-26.772667; 4.01;-0.150;  -11.50;    7.67;   3.53
 35205;109.145805;-27.881179; 4.66; 1.589;  -12.48;   38.83;   7.20
 35264;109.285652;-37.097470; 2.71; 1.616;  -10.57;    7.00;   2.98
 35350;109.523245; 16.540383; 3.58; 0.106;  -46.09;  -37.90;  34.59
 35363;109.576636;-36.733962; 4.65;-0.099;  -11.29;    1.85;   3.85
 35415;109.677028;-24.954375; 4.37;-0.132;   -1.82;    3.74;   1.02
 35550;110.030740; 21.982321; 3.50; 0.374;  -18.72;   -7.76;  55.45
 35904;111.023761;-29.303104; 2.45;-0.083;   -3.76;    6.66;   1.02
 36046;111.431650; 27.798080; 3.78; 1.024; -121.28;  -84.43;  25.90
 36145;111.678547; 49.211527; 4.61;-0.001;  -10.79;  -48.57;  13.11
 36188;111.787678;  8.289315; 2.89;-0.097;  -50.28;  -38.45;  19.16
 36284;112.040810;  8.925530; 4.33; 1.425;  -59.29;   10.76;   8.20
 36366;112.277996; 31.784550; 4.16; 0.320;  159.33;  193.82;  54.06
 36377;112.307626;-43.301433; 3.25; 1.509;  -59.86;  188.73;  17.74
 36425;112.449095; 12.006564; 4.55; 1.276;    1.26;  -19.26;   5.82
 36514;112.677509;-30.962281; 4.65; 0.904;  -11.74;    0.84;   1.86
 36795;113.513252;-22.296067; 4.44; 0.521;  -40.38;   46.84;  38.91
 36850;113.649428; 31.888276; 1.58; 0.034; -206.33; -148.18;  63.27
 36917;113.845387;-28.369323; 4.65;-0.111;  -66.90;  -18.71;  14.50
 36962;113.980610; 26.895741; 4.06; 1.540;  -39.58; -108.08;  13.57
 37096;114.342126;-34.968530; 4.53;-0.081;  -13.65;   16.53;   9.10
 37173;114.575191;-25.364804; 4.69;-0.100;   -2.28;   -6.70;   5.92
 37229;114.707792;-26.803836; 3.80;-0.159;  -17.00;   23.08;   7.18
 37279;114.825493;  5.224993; 0.40; 0.432; -716.57;-1034.58; 285.93
 37447;115.311802; -9.551131; 3.94; 1.022;  -74.80;  -19.64;  22.61
 37629;115.828027; 28.883510; 4.23; 1.118;   61.84; -231.26;  26.68
 37648;115.884944;-28.410885; 4.63; 1.632;  -13.62;   29.79;   3.34
 37677;115.951954;-28.954826; 3.94; 0.160;   -4.57;    3.88;  -0.37
 37740;116.111892; 24.397993; 3.57; 0.932;  -22.45;  -56.24;  22.73
 37819;116.313733;-37.968584; 3.62; 1.706;  -10.77;    5.97;   2.35
 37826;116.328960; 28.026199; 1.16; 0.991; -625.69;  -45.95;  96.74
 38070;117.021534;-25.937169; 4.40;-0.070;  -10.22;    4.92;   1.32
 38089;117.084004;-47.077722; 4.69; 1.039; -101.31;  -78.38;  14.36
 38164;117.309563;-46.373205; 4.10;-0.160;   -4.62;    9.04;   1.66
 38170;117.323563;-24.859786; 3.34; 1.218;   -5.56;   -0.71;   2.42
 38414;118.054312;-40.575786; 3.71; 1.012;  -13.89;    5.30;   9.46
 38455;118.161026;-38.862812; 4.49;-0.188;   -9.49;    4.02;   5.09
 38500;118.265145;-49.613044; 4.63;-0.228;   -8.44;   14.65;   4.53
 38518;118.325661;-48.102934; 4.22;-0.130;   -4.90;    5.89;   1.68
 38827;119.194643;-52.982360; 3.46;-0.177;  -28.38;   16.76;   8.43
 38835;119.214748;-22.880119; 4.20; 0.718;  -29.61;   12.28;   6.49
 38901;119.417110;-30.334570; 4.76; 0.151;   -8.11;    7.14;   2.26
 38957;119.560155;-49.244912; 4.47;-0.180;   -7.48;    6.91;   2.80
 39095;119.966878;-18.399228; 4.61; 0.087;   -7.29;  -35.07;  13.69
 39211;120.305562; -1.392608; 4.69; 1.475;   65.97;  -75.73;   6.90
 39311;120.566404;  2.334571; 4.39; 1.252;  -28.04;  105.49;  12.49
 39429;120.896028;-40.003148; 2.21;-0.269;  -30.82;   16.77;   2.33
 39757;121.886037;-24.304324; 2.83; 0.458;  -83.29;   46.38;  51.99
 39847;122.114363; 51.506671; 4.78; 0.048;  -60.10;   -2.15;  14.96
 39863;122.148533; -2.983786; 4.36; 0.970;  -16.79;   -3.89;   1.76
 39906;122.256822;-19.245014; 4.40;-0.160;   -9.97;   -5.46;   6.90
 39953;122.383126;-47.336588; 1.75;-0.145;   -5.93;    9.90;   3.88
 40084;122.817941;-12.926999; 4.72; 0.939;  -26.04;    8.08;  17.64
 40091;122.839556;-39.618546; 4.44; 1.590;   -8.91;    3.10;   1.74
 40096;122.857886;-42.987278; 4.73; 0.164;   -5.33;    4.60;   0.70
 40167;123.053026; 17.647771; 4.67; 0.531;   28.29; -150.94;  39.11
 40274;123.372988;-35.899518; 4.78;-0.110;   -7.30;   10.07;   3.33
 40326;123.512173;-40.347890; 4.42; 1.170;   44.84;  -65.79;  10.50
 40526;124.128836;  9.185545; 3.53; 1.481;  -46.80;  -48.65;  11.23
 40706;124.638801;-36.659288; 4.44; 0.222; -111.27;  100.62;  35.06
 41037;125.628482;-59.509483; 1.86; 1.196;  -25.34;   22.72;   5.16
 41039;125.632055;-48.490381; 4.79;-0.146;   -6.28;    6.81;   2.16
 41075;125.708790; 43.188131; 4.25; 1.550;  -25.62;  -99.44;   8.39
 41307;126.415135; -3.906424; 3.91;-0.012;  -66.05;  -24.20;  26.09
 42312;129.410971;-42.989081; 4.11; 0.109;  -10.38;    9.47;   2.27
 42313;129.414026;  5.703782; 4.14; 0.003;  -70.27;   -6.99;  18.21
 42402;129.689324;  3.341435; 4.45; 1.216;  -19.03;  -16.29;   9.25
 42515;130.025598;-35.308352; 3.97; 0.936;    9.68;  -21.18;   8.40
 42536;130.073272;-52.921887; 3.60;-0.168;  -24.62;   35.09;   6.59
 42568;130.154280;-59.761003; 4.31;-0.117;   -6.87;    4.92;   2.31
 42570;130.156541;-46.648744; 3.77; 0.670;   -6.30;    4.29;   1.05
 42624;130.304713;-47.317125; 4.74; 0.137;  -10.53;    6.87;   1.72
 42799;130.806147;  3.398662; 4.30;-0.192;  -19.14;   -1.29;   6.99
 42806;130.821442; 21.468501; 4.66; 0.010; -106.94;  -39.25;  20.58
 42828;130.898073;-33.186386; 3.68;-0.180;  -14.28;   10.60;   3.86
 42835;130.918223; -7.233730; 4.63; 0.840;  -11.68;   -1.05;   5.40
 42884;131.099779;-42.649276; 4.05; 0.874;  -23.88;   19.46;  14.27
 42911;131.171248; 18.154309; 3.94; 1.083;  -17.10; -228.46;  23.97
 42913;131.175943;-54.708821; 1.93; 0.043;   28.78; -104.14;  40.90
 43023;131.506852;-46.041527; 3.87; 0.015;  -12.23;    4.82;   2.10
 43067;131.593908;-13.547720; 4.32; 0.900;   17.57;   -6.22;  14.38
 43103;131.674252; 28.759898; 4.03; 1.007;  -20.69;  -43.95;  10.94
 43105;131.677288;-56.769776; 4.50;-0.169;   -9.40;    8.64;   5.97
 43109;131.693794;  6.418809; 3.38; 0.685; -231.04;  -40.17;  24.13
 43234;132.108211;  5.837812; 4.35;-0.044;  -17.51;  -29.79;   9.67
 43409;132.633014;-27.709844; 4.02; 1.272; -133.49;   88.16;  15.63
 43813;133.848443;  5.945563; 3.11; 0.978;  -99.76;   14.65;  21.64
 43878;134.080259;-52.723475; 4.68;-0.115;  -16.58;   14.60;   8.68
 44066;134.621757; 11.857701; 4.26; 0.141;   41.45;  -29.22;  18.79
 44127;134.801891; 48.041826; 3.12; 0.223; -441.12; -215.21;  68.32
 44191;135.022536;-41.253605; 4.45; 0.646;  -40.67;   54.59;  16.19
 44248;135.159878; 41.782911; 3.96; 0.463; -487.67; -219.29;  60.86
 44471;135.906361; 47.156525; 3.57; 0.007;  -37.37;  -55.39;   7.71
 44511;136.038668;-47.097737; 3.75; 1.174;  -46.82;   -9.57;  10.55
 44700;136.632362; 38.452215; 4.56; 1.037;  -28.37;  -14.34;   4.81
 44816;136.998994;-43.432589; 2.23; 1.665;  -23.21;   14.28;   5.69
 44824;137.012002;-25.858536; 4.62; 1.594;   35.83;    0.49;   6.69
 44901;137.217734; 51.604648; 4.46; 0.288; -137.81;  -32.48;  34.12
 45080;137.742022;-58.966896; 3.43;-0.190;  -17.67;   14.14;   7.79
 45336;138.591079;  2.314280; 3.89;-0.060;  112.57; -306.07;  25.34
 45448;138.937832;-37.413144; 4.63; 0.473;   13.85;   -7.26;  19.69
 45496;139.050301;-57.541474; 4.34; 1.602;  -27.77;  -14.77;   6.08
 45556;139.272528;-59.275229; 2.21; 0.189;  -19.03;   13.11;   4.71
 45688;139.711015; 36.802597; 3.82; 0.066;  -32.61; -123.78;  26.75
 45751;139.943259;-11.974853; 4.77; 0.927;  -27.92;   12.16;  10.20
 45860;140.263755; 34.392562; 3.14; 1.550; -222.80;   14.78;  14.69
 45902;140.373295;-25.965439; 4.71; 1.633;  -12.28;   -9.20;   6.25
 45941;140.528410;-55.010668; 2.47;-0.141;  -10.72;   11.24;   6.05
 46026;140.801044;-28.833873; 4.71; 0.892; -128.65;   20.58;  17.92
 46146;141.163580; 26.182324; 4.47; 1.222;  -31.13;  -48.06;  15.28
 46371;141.826690;-22.343783; 4.72; 1.154;  171.66; -150.17;  18.53
 46390;141.896847; -8.658603; 1.99; 1.440;  -14.49;   33.25;  18.40
 46509;142.287074; -2.768964; 4.59; 0.411;  100.93;   -3.15;  58.48
 46515;142.311332;-35.951335; 4.51; 1.408;  -24.74;    5.07;   4.66
 46651;142.675001;-40.466769; 3.60; 0.371; -147.14;   48.65;  53.89
 46701;142.805495;-57.034377; 3.16; 1.538;  -32.58;    6.08;  13.72
 46750;142.930117; 22.967971; 4.32; 1.541;  -19.38;  -39.04;   9.69
 46776;142.995534; -1.184664; 4.54; 0.109;  -11.42;   -3.87;   7.11
 46853;143.214310; 51.677300; 3.17; 0.475; -947.06; -535.60;  74.15
 46952;143.555758; 36.397558; 4.54; 0.914;    6.82;  -22.89;  18.52
 46974;143.611043;-59.229753; 4.08;-0.013;  -11.23;    6.02;   1.65
 47006;143.705972; 52.051477; 4.47; 0.027;  -65.07;  -37.30;  12.21
 47175;144.206417;-49.355026; 4.34; 0.173; -130.56;   42.29;  30.35
 47310;144.613701;  4.649293; 4.68; 1.310; -165.45;  -49.93;  11.90
 47431;144.964008; -1.142810; 3.90; 1.313;   47.81;  -62.92;  11.83
 47508;145.287637;  9.892308; 3.52; 0.516; -143.67;  -37.45;  24.12
 47522;145.320864;-23.591514; 4.76;-0.117;  -29.14;    3.02;   6.56
 47758;146.050397;-27.769471; 4.78; 0.516;  -53.06;   37.76;   8.49
 47908;146.462804; 23.774255; 2.97; 0.808;  -46.09;   -9.57;  13.01
 48319;147.747324; 59.038736; 3.78; 0.291; -294.45; -151.75;  28.35
 48356;147.869557;-14.846603; 4.11; 0.918;   18.68;  -21.88;  11.92
 48374;147.919449;-46.547620; 4.58; 1.172;  -24.41;    9.80;   3.01
 48402;148.026483; 54.064332; 4.55; 0.038;   -4.21;   19.18;   7.47
 48455;148.190905; 26.006951; 3.88; 1.222; -216.29;  -54.92;  24.52
 48774;149.215590;-54.567790; 3.52;-0.067;  -13.13;    2.83;   1.69
 49029;150.053361;  8.044223; 4.68; 1.589;  -30.06;  -22.11;   6.21
 49402;151.281125;-13.064626; 4.60;-0.087;  -37.48;   19.90;  11.77
 49583;151.833135; 16.762664; 3.48;-0.031;   -1.94;   -0.53;   1.53
 49593;151.857340; 35.244693; 4.49; 0.190;   50.97;    0.64;  35.78
 49637;151.976128;  9.997508; 4.39; 1.448;  -81.10;  -64.20;  11.89
 49641;151.984501; -0.371637; 4.48;-0.032;  -26.17;   -3.65;  11.35
 49669;152.092961; 11.967207; 1.36;-0.087; -249.40;    4.91;  42.09
 49841;152.646989;-12.354083; 3.61; 1.007; -200.33; -100.28;  28.44
 50191;153.683980;-42.121942; 3.85; 0.051; -150.68;   49.84;  31.72
 50335;154.172571; 23.417311; 3.43; 0.307;   19.84;   -7.30;  12.56
 50372;154.274131; 42.914365; 3.45; 0.029; -170.11;  -42.64;  24.27
 50555;154.903126;-55.029305; 4.59; 1.600;  -14.79;    4.03;   2.19
 50564;154.934033; 19.470914; 4.78; 0.452; -229.99; -214.66;  47.24
 50583;154.993144; 19.841489; 2.01; 1.128;  310.77; -152.88;  25.96
 50676;155.228317;-56.043220; 4.50;-0.102;  -18.15;    1.49;   2.34
 50801;155.582252; 41.499516; 3.06; 1.603;  -80.47;   34.10;  13.11
 51056;156.478393; 33.796120; 4.72; 0.260;  -75.28;  -59.00;  15.76
 51069;156.522611;-16.836290; 3.83; 1.456; -128.51;  -80.06;  13.14
 51172;156.787921;-31.067779; 4.28; 1.429;  -80.42;    9.63;   8.90
 51192;156.851962;-57.638805; 4.65; 0.474;   -6.71;    3.72;  -0.01
 51232;156.969709;-58.739403; 3.81; 0.317;  -13.25;    2.21;   3.13
 51233;156.970832; 36.707212; 4.20; 0.908; -127.52; -109.62;  22.34
 51624;158.202799;  9.306586; 3.84;-0.148;   -5.57;   -3.59;   0.57
 51658;158.307868; 40.425560; 4.72; 0.222; -142.04;    8.00;  29.13
 51849;158.897074;-57.557636; 4.45; 1.604;  -15.43;   -0.16;   2.37
 51986;159.325590;-48.225620; 3.84; 0.300; -131.48;   -1.58;  37.71
 52098;159.680053; 31.976238; 4.68; 0.823;    0.10;    7.18;   6.88
 52102;159.687484;-59.182997; 4.69; 1.562;  -14.29;    0.79;   1.76
 52154;159.826638;-55.603269; 4.29; 1.025;  -18.87;    4.31;   3.62
 52727;161.692409;-49.420255; 2.69; 0.901;   62.55;  -53.57;  28.18
 52943;162.406202;-16.193648; 3.11; 1.232;   92.77;  199.02;  23.54
 53229;163.327938; 34.214871; 3.79; 1.040;   92.47; -286.06;  33.40
 53253;163.373567;-58.853171; 3.78; 0.945;   79.75;   38.65;  33.71
 53295;163.494758; 43.189956; 4.66;-0.039;   44.78;  -24.43;  12.22
 53417;163.903324; 24.749718; 4.30; 0.016;  -78.41;  -14.89;  11.29
 53502;164.179380;-37.137766; 4.60; 1.006;   74.96; -124.50;  16.40
 53740;164.943603;-18.298783; 4.08; 1.079; -462.39;  129.11;  18.71
 53773;165.038600;-42.225859; 4.37; 0.116;   23.00;    4.50;  15.99
 53907;165.456977; -2.484585; 4.73; 1.593;    9.58;  -36.11;   6.34
 53910;165.460320; 56.382427; 2.34; 0.033;   81.66;   33.74;  41.07
 53954;165.582397; 20.179842; 4.42; 0.053;   -9.60;   39.57;  26.37
 54182;166.254281;  7.336007; 4.62; 0.332; -344.41;  -47.40;  34.54
 54463;167.147458;-58.975037; 3.93; 1.225;   -5.03;    2.09;   0.55
 54539;167.415868; 44.498487; 3.00; 1.144;  -62.35;  -27.38;  22.21
 54682;167.914539;-22.825847; 4.46; 0.025;    4.73;  -99.06;  12.26
 54872;168.527089; 20.523717; 2.56; 0.128;  143.31; -130.43;  56.52
 54879;168.560022; 15.429570; 3.33;-0.003;  -59.01;  -79.37;  18.36
 54951;168.800954; 23.095502; 4.56; 1.657;  -22.24;   -9.48;   0.49
 55084;169.165420; -3.651601; 4.45; 0.210; -108.15;  -35.76;  16.69
 55219;169.619737; 33.094306; 3.49; 1.400;  -26.61;   27.51;   7.74
 55266;169.782921; 38.185557; 4.76; 0.113;  -57.15;  -68.10;  17.82
 55282;169.835198;-14.778541; 3.56; 1.112; -124.47;  206.61;  16.75
 55425;170.251695;-54.491019; 3.90;-0.157;  -35.32;   -2.20;  10.15
 55434;170.284143;  6.029322; 4.05;-0.058;  -91.76;  -12.83;  15.24
 55642;170.981051; 10.529509; 4.00; 0.423;  140.75;  -77.80;  41.26
 55705;171.220516;-17.684010; 4.06; 0.216;  -97.01;    3.22;  38.90
 56127;172.578722; -3.003501; 4.77; 1.529;   19.78;  -17.14;   5.40
 56343;173.250481;-31.857625; 3.54; 0.947; -209.09;  -41.60;  25.23
 56480;173.690235;-54.264091; 4.62;-0.077;  -55.55;   16.64;   7.04
 56633;174.170472; -9.802247; 4.70;-0.073;  -59.32;    2.82;  10.70
 56647;174.237211; -0.823749; 4.30; 0.983;    1.30;   43.43;  18.31
 56922;175.053288;-34.744660; 4.70;-0.070;  -44.04;   -1.84;   6.59
 57283;176.190732;-18.350674; 4.71; 0.958;   27.15;  -24.56;   9.31
 57380;176.464829;  6.529376; 4.04; 1.501;  -19.65; -180.02;  10.42
 57399;176.512558; 47.779406; 3.69; 1.181; -138.38;   28.37;  16.64
 57565;176.996400; 20.218931; 4.50; 0.547; -145.47;   -4.04;  14.40
 57632;177.264907; 14.572060; 2.14; 0.090; -499.02; -113.78;  90.16
 57757;177.673827;  1.764718; 3.59; 0.518;  740.96; -271.18;  91.74
 57803;177.786215;-45.173470; 4.47; 1.283;  -72.42;   -8.62;   7.03
 57936;178.227169;-33.908124; 4.29;-0.100;  -58.02;    2.40;   8.93
 58001;178.457698; 53.694760; 2.41; 0.044;  107.76;   11.16;  38.99
 58590;180.218292;  6.614322; 4.65; 0.122;   -0.25;  -29.71;   9.16
 58948;181.302248;  8.732985; 4.12; 0.967; -220.32;   57.52;  19.08
 59173;182.021771;-50.661278; 4.46;-0.163;  -34.07;   -9.85;   8.68
 59196;182.089583;-50.722426; 2.58;-0.128;  -47.53;   -6.42;   8.25
 59199;182.103404;-24.728876; 4.02; 0.334;  100.18;  -39.33;  67.71
 59316;182.531169;-22.619766; 3.02; 1.326;  -71.52;   10.55;  10.75
 59449;182.912963;-52.368460; 3.97;-0.156;  -42.17;  -18.39;   9.53
 59747;183.786315;-58.748928; 2.79;-0.193;  -36.68;  -10.72;   8.96
 59774;183.856501; 57.032617; 3.32; 0.077;  103.56;    7.81;  40.05
 59803;183.951543;-17.541929; 2.58;-0.107; -159.58;   22.31;  19.78
 60129;184.976487; -0.666803; 3.89; 0.026;  -59.14;  -23.13;  13.06
 60202;185.179275; 17.792868; 4.72; 1.010; -109.67;   88.50;   9.04
 60351;185.626301; 25.846160; 4.78; 0.515;  -10.75;   -8.85;  11.93
 60485;186.006228; 51.562257; 4.76; 0.877;   13.15;   11.32;   8.30
 60742;186.734468; 28.268423; 4.35; 1.128;  -83.41;  -80.99;  19.18
 60823;187.009925;-50.230635; 3.91;-0.192;  -32.49;  -12.41;   7.36
 60965;187.466064;-16.515433; 2.94;-0.012; -209.97; -139.30;  37.11
 61084;187.791497;-57.113212; 1.59; 1.600;   27.94; -264.33;  37.09
 61174;188.017612;-16.196008; 4.30; 0.388; -424.37;  -58.41;  54.92
 61317;188.435603; 41.357480; 4.24; 0.588; -705.06;  292.93; 119.46
 61359;188.596811;-23.396759; 2.65; 0.893;    0.86;  -56.00;  23.34
 61622;189.425681;-48.541304; 3.85; 0.049; -186.61;   -6.45;  24.77
 61740;189.811529; -7.995564; 4.66; 1.240;  -77.30;  -24.66;  10.24
 61789;189.968873;-39.987302; 4.63;-0.082;  -42.01;  -24.94;   9.19
 61932;190.379328;-48.959888; 2.20;-0.023; -187.28;   -1.20;  25.01
 61941;190.415176; -1.449375; 2.74; 0.368; -616.66;   60.66;  84.53
 62012;190.647716;-48.813109; 4.66; 1.075; -123.27;  -30.36;  17.31
 62327;191.594644;-56.488815; 4.62;-0.150;  -33.11;  -14.62;   8.24
 62434;191.930263;-59.688764; 1.25;-0.238;  -48.24;  -12.82;   9.25
 62867;193.278776;-48.943315; 4.33; 1.344;  -79.18;  -25.34;  10.77
 62896;193.359163;-40.178872; 4.25; 0.224;   69.64;  -21.83;  21.03
 62956;193.507289; 55.959821; 1.76;-0.022;  111.74;   -8.99;  40.30
 62985;193.588181; -9.538994; 4.77; 1.590;  -18.26;  -19.72;   7.82
 63003;193.648437;-57.177924; 4.03;-0.180;  -30.45;  -13.55;   8.64
 63007;193.663259;-59.146701; 4.62;-0.153;  -33.35;  -14.75;   9.06
 63090;193.900866;  3.397470; 3.39; 1.571; -471.44;  -52.81;  16.11
 63125;194.006947; 38.318380; 2.89;-0.115; -233.43;   54.98;  29.60
 63355;194.731009; 17.409446; 4.76; 1.568;  -38.66;   34.95;  10.91
 63608;195.544155; 10.959150; 2.85; 0.934; -275.05;   19.96;  31.90
 63945;196.569601;-48.463289; 4.71;-0.148;  -29.72;  -14.68;   7.88
 64004;196.727664;-49.906246; 4.27;-0.182;  -26.24;  -12.43;   7.92
 64238;197.487464; -5.539010; 4.38;-0.008;  -35.08;  -32.80;   7.86
 64241;197.496986; 17.529431; 4.32; 0.455; -445.95;  129.69;  69.81
 64394;197.968306; 27.878183; 4.23; 0.572; -801.94;  882.70; 109.23
 64425;198.073317;-59.920579; 4.58;-0.073;  -28.54;  -17.46;   9.42
 64844;199.385586; 40.572608; 4.72; 0.306; -125.67;   18.45;  11.39
 64852;199.401178;  5.469869; 4.78; 1.638;   -7.16;   10.00;   6.03
 64924;199.601311;-18.311196; 4.74; 0.709;-1069.90;-1063.78; 117.30
 64962;199.730403;-23.171512; 2.99; 0.920;   68.41;  -41.09;  24.69
 65109;200.149240;-36.712295; 2.75; 0.068; -340.76;  -87.98;  55.64
 65378;200.981429; 54.925362; 2.23; 0.057;  121.23;  -22.01;  41.73
 65474;201.298247;-11.161322; 0.98;-0.235;  -42.50;  -31.73;  12.44
 65477;201.306408; 54.987958; 3.99; 0.169;  120.35;  -16.94;  40.19
 65639;201.863183;-15.973578; 4.76; 1.096; -122.13;   21.61;  12.63
 65936;202.761069;-39.407307; 3.90; 1.186;  -15.65;  -11.25;   2.60
 66006;202.991188; -6.255816; 4.68; 1.606; -103.80;  -43.40;   7.55
 66234;203.613581; 49.015973; 4.68; 0.132; -128.28;   27.39;  17.12
 66249;203.673300; -0.595820; 3.38; 0.114; -278.89;   48.56;  44.55
 66657;204.971910;-53.466394; 2.29;-0.171;  -14.60;  -12.79;   8.68
 66738;205.184472; 54.681634; 4.63; 1.630;  -19.14;  -11.37;   5.94
 67153;206.421855;-33.043721; 4.23; 0.390; -461.85; -146.17;  51.91
 67234;206.664075;-51.432766; 4.64; 0.955;   10.33;  -27.98;  12.68
 67275;206.815596; 17.456906; 4.50; 0.508; -480.33;   54.18;  64.12
 67301;206.885157; 49.313265; 1.85;-0.099; -121.23;  -15.56;  32.39
 67457;207.361338;-34.450776; 4.19; 1.520;  -42.59;  -59.87;  18.39
