#
# VizieR Astronomical Server: webviz.u-strasbg.fr 2008-12-02T09:22:15
# (replaces the 'Astrores' format originally described at
# http://vizier.u-strasbg.fr/doc/astrores.htx)
# In case of problem, please report to: question@simbad.u-strasbg.fr
#
##Coosys J2000: eq_FK5 J2000
#INFO -ref=VOTx30785
#INFO -out.max=50000
#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys J2000_1991.250: eq_FK5 J2000
#Table I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue\vizContent{timeSerie}
#Column HIP (I6) Identifier (HIP number) (H1) [ucd=meta.id;meta.main]
#Column _RAJ2000 (F10.6) Right ascension (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account (computed by VizieR, not part of the original data) [ucd=pos.eq.ra;meta.main]
#Column _DEJ2000 (F10.6) Declination (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account (computed by VizieR, not part of the original data) [ucd=pos.eq.dec;meta.main]
#Column RA(ICRS) (F12.8) *? alpha, degrees (ICRS, Epoch=J1991.25) (H8) [ucd=pos.eq.ra;meta.main]
#Column DE(ICRS) (F12.8) *? delta, degrees (ICRS, Epoch=J1991.25) (H9) [ucd=pos.eq.dec;meta.main]
#Column Vmag (F5.2) ? Magnitude in Johnson V (H5) [ucd=phot.mag;em.opt.V]
#Column B-V  (F6.3) ? Johnson B-V colour (H37) [ucd=phot.color;em.opt.B;em.opt.V]
#Column pmRA (F8.2) Proper motion mu_alpha.cos(delta), ICRS(H12) {\em(for J1991.25 epoch)} [ucd=pos.pm;pos.eq.ra]
#Column pmDE (F8.2) ? Proper motion mu_delta, ICRS (H13) {\em(for J1991.25 epoch)} [ucd=pos.pm;pos.eq.dec]
#Column Plx  (F7.2) ? Trigonometric parallax (H11) [ucd=pos.parallax.trig]
# HIP;_RAJ2000;_DEJ2000;RA(ICRS);DE(ICRS);Vmag;B-V;pmRA;pmDE;Plx
# ;deg;deg;deg;deg;mag;mag;mas/yr;mas/yr;mas
#------;----------;----------;------------;------------;-----;------;--------;--------;-------
 18532; 59.463461; 40.010215; 59.46342138; 40.01027315; 2.90;-0.199;   12.61;  -24.06;   6.06
 18543; 59.507360;-13.508515; 59.50720862;-13.50824471; 2.97; 1.588;   60.51; -111.34;  14.75
 18597; 59.686456;-61.400186; 59.68640623;-61.40015059; 4.56; 1.590;    9.79;  -14.39;   6.15
 18614; 59.741255; 35.791033; 59.74124892; 35.79102701; 3.98; 0.016;    1.92;    2.30;   1.84
 18673; 59.981181;-24.016215; 59.98115045;-24.01625677; 4.62;-0.121;   11.41;   17.08;   9.85
 18724; 60.170066; 12.490347; 60.17008591; 12.49037571; 3.41;-0.099;   -8.15;  -11.98;   8.81
 18744; 60.224197;-62.159284; 60.22418760;-62.15936923; 4.48; 1.500;    1.80;   34.95;   6.65
 18772; 60.325631;-61.078822; 60.32529605;-61.07905148; 4.97; 1.386;   66.66;   94.51;   9.85
 18907; 60.789084;  5.989305; 60.78907003;  5.98930909; 3.91; 0.032;    5.52;   -1.63;  25.24
 19038; 61.173815; 22.081926; 61.17357446; 22.08206790; 4.36; 1.064;   91.73;  -58.52;  18.04
 19167; 61.646014; 50.351262; 61.64606374; 50.35135022; 4.25;-0.011;  -13.03;  -36.37;   9.41
 19343; 62.165378; 47.712513; 62.16530527; 47.71259359; 3.96;-0.025;   20.19;  -33.26;   5.89
 19515; 62.710789;-41.993573; 62.71013758;-41.99374121; 4.93; 0.334;  199.09;   69.10;  18.61
 19587; 62.966418; -6.837581; 62.96638834; -6.83777870; 4.04; 0.327;   11.92;   81.28;  25.98
 19740; 63.484939;  9.263824; 63.48496228;  9.26389844; 4.84; 0.799;   -9.42;  -30.60;   8.78
 19747; 63.500476;-42.294368; 63.50033880;-42.29387294; 3.85; 1.085;   41.89; -203.65;  27.85
 19777; 63.598703;-10.256283; 63.59872149;-10.25588890; 4.87; 1.156;   -7.61; -162.11;  15.80
 19780; 63.606182;-62.473858; 63.60596306;-62.47397888; 3.33; 0.915;   41.64;   49.72;  19.98
 19811; 63.722157; 40.483671; 63.72212566; 40.48372394; 4.67; 1.007;    9.72;  -21.58;   5.20
 19812; 63.724426; 48.409331; 63.72440722; 48.40937312; 4.12; 0.935;    5.04;  -17.35;   4.51
 19849; 63.818001; -7.652871; 63.82349230; -7.64455846; 4.43; 0.820;-2239.33;-3419.86; 198.24
 19860; 63.883572;  8.892357; 63.88352173;  8.89240989; 4.27;-0.054;   20.39;  -21.75;   7.50
 19893; 64.006607;-51.486648; 64.00621426;-51.48709578; 4.26; 0.312;  100.57;  184.23;  49.26
 19921; 64.120953;-59.302156; 64.12118133;-59.30174841; 4.44; 1.078;  -47.99; -167.81;  54.84
 19990; 64.315253; 20.578591; 64.31535896; 20.57874033; 4.93; 0.259;  -40.88;  -61.45;  34.87
 20042; 64.473593;-33.798348; 64.47341068;-33.79833145; 3.55;-0.108;   62.31;   -6.75;  18.27
 20070; 64.560908; 50.295502; 64.56073112; 50.29563944; 4.60; 0.043;   46.59;  -56.43;  10.25
 20205; 64.948349; 15.627642; 64.94805793; 15.62770031; 3.65; 0.981;  115.29;  -23.86;  21.17
 20250; 65.088399; 27.350754; 65.08847817; 27.35094069; 4.97; 1.150;  -29.04;  -76.97;   9.53
 20252; 65.102660; 34.566725; 65.10273351; 34.56674228; 4.93; 0.950;  -24.95;   -7.00;  14.42
 20354; 65.388195; 46.498878; 65.38811942; 46.49896290; 4.80;-0.022;   21.41;  -34.97;   7.03
 20455; 65.733722; 17.542514; 65.73344722; 17.54258430; 3.77; 0.983;  107.75;  -28.84;  21.29
 20535; 66.009239;-34.016846; 66.00902233;-34.01698632; 3.97; 1.468;   73.77;   57.57;  11.95
 20542; 66.024004; 17.444130; 66.02372401; 17.44421161; 4.80; 0.154;  109.99;  -33.47;  22.36
 20635; 66.342355; 22.293874; 66.34207825; 22.29398098; 4.21; 0.136;  105.49;  -44.14;  21.27
 20648; 66.372432; 17.927910; 66.37215593; 17.92798917; 4.30; 0.049;  108.26;  -32.47;  22.05
 20711; 66.576931; 22.813583; 66.57664484; 22.81369394; 4.28; 0.263;  108.66;  -45.83;  21.07
 20713; 66.586422; 15.618265; 66.58613217; 15.61834620; 4.48; 0.262;  114.66;  -33.30;  20.86
 20732; 66.651551; 14.713782; 66.65156991; 14.71385764; 4.69; 0.979;   -7.57;  -31.15;   7.17
 20877; 67.109875; 16.359672; 67.10985479; 16.35962902; 4.96; 1.137;    8.12;   17.79;  16.78
 20885; 67.143733; 15.962181; 67.14346805; 15.96221721; 3.84; 0.952;  104.76;  -15.01;  20.66
 20889; 67.154165; 19.180432; 67.15388879; 19.18052092; 3.53; 1.014;  107.23;  -36.77;  21.04
 20894; 67.165587; 15.870883; 67.16531219; 15.87094680; 3.40; 0.179;  108.66;  -26.39;  21.89
 21029; 67.640137; 16.194014; 67.63987124; 16.19407556; 4.78; 0.170;  104.98;  -25.14;  22.54
 21139; 67.969447; -0.044011; 67.96945612; -0.04399115; 4.91; 1.320;   -3.76;   -8.17;   3.93
 21248; 68.377303;-29.766492; 68.37762290;-29.76583186; 4.49; 0.972; -114.35; -271.56;  26.22
 21273; 68.462157; 14.844424; 68.46189659; 14.84448749; 4.65; 0.255;  103.69;  -25.94;  21.39
 21281; 68.499073;-55.044975; 68.49882684;-55.04500559; 3.30;-0.079;   58.06;   12.73;  18.56
 21393; 68.887661;-30.562341; 68.88779874;-30.56231049; 3.81; 0.957;  -48.92;  -12.75;  15.62
 21402; 68.913584; 10.160790; 68.91347315; 10.16091706; 4.25; 0.184;   44.89;  -52.42;  21.68
 21421; 68.980161; 16.509301; 68.98000195; 16.50976164; 0.87; 1.538;   62.78; -189.36;  50.09
 21444; 69.079757; -3.352459; 69.07975243; -3.35244800; 3.93;-0.210;    1.73;   -4.54;   5.56
 21476; 69.172623; 41.264808; 69.17264013; 41.26485467; 4.25; 1.171;   -5.42;  -19.19;   5.08
 21589; 69.539427; 12.510838; 69.53917371; 12.51087423; 4.27; 0.122;  101.73;  -14.90;  21.79
 21594; 69.545100;-14.304020; 69.54529558;-14.30358700; 3.86; 1.082;  -77.86; -178.06;  29.84
 21644; 69.723145;-12.123121; 69.72330721;-12.12307828; 4.99; 0.074;  -65.10;  -17.68;  14.34
 21683; 69.818758; 15.917977; 69.81854938; 15.91802420; 4.67; 0.147;   82.40;  -19.53;  20.51
 21763; 70.110464;-19.671493; 70.11039135;-19.67125686; 4.32; 1.599;   28.21;  -97.09;   9.03
 21770; 70.140469;-41.863753; 70.14092957;-41.86357034; 4.44; 0.342; -141.18;  -74.95;  49.67
 21881; 70.561257; 22.956926; 70.56126452; 22.95697545; 4.27;-0.112;   -2.84;  -20.33;   8.14
 22109; 71.375630; -3.254657; 71.37558764; -3.25462465; 4.01;-0.148;   17.27;  -13.51;   6.13
 22449; 72.460044;  6.961276; 72.45890935;  6.96124744; 3.19; 0.484;  463.44;   11.62; 124.60
 22453; 72.477660; 37.488275; 72.47777728; 37.48818131; 4.89; 1.447;  -38.40;   38.48;   6.18
 22509; 72.653007;  8.900176; 72.65300943;  8.90025258; 4.35; 0.010;   -0.87;  -31.57;  16.84
 22549; 72.801516;  5.605104; 72.80152507;  5.60510146; 3.68;-0.157;   -3.62;    1.03;   2.59
 22667; 73.133176; 14.250642; 73.13318214; 14.25077828; 4.71; 1.773;   -2.62;  -56.13;   6.02
 22678; 73.158251; 36.703187; 73.15833005; 36.70319636; 4.79; 1.414;  -25.97;   -3.89;   5.81
 22701; 73.223624; -5.452695; 73.22366820; -5.45275591; 4.36; 0.257;  -18.01;   25.03;  14.39
 22783; 73.512547; 66.342678; 73.51254425; 66.34266029; 4.26;-0.008;    0.49;    7.31;   0.47
 22797; 73.562902;  2.440672; 73.56289850;  2.44067149; 3.71;-0.179;    1.43;    0.23;   2.43
 22845; 73.723866; 10.150833; 73.72376720; 10.15114511; 4.64; 0.085;   40.08; -128.37;  27.04
 22957; 74.092810; 13.514466; 74.09300449; 13.51457755; 4.06; 1.158;  -77.77;  -45.97;  19.26
 23015; 74.248412; 33.166090; 74.24840098; 33.16613537; 2.69; 1.490;    3.63;  -18.54;   6.37
 23040; 74.321652; 53.752101; 74.32175175; 53.75208289; 4.43;-0.017;  -24.17;    7.53;   8.68
 23123; 74.637091;  1.714016; 74.63709525;  1.71403506; 4.47; 1.369;   -1.59;   -7.93;   3.42
 23179; 74.814207; 37.890245; 74.81406425; 37.89048240; 4.93; 0.037;   46.26;  -97.81;  20.50
 23231; 74.982238;-12.537416; 74.98213784;-12.53720450; 4.78; 0.267;   40.37;  -86.89;  11.21
 23362; 75.356586;-20.051918; 75.35649111;-20.05188078; 4.91;-0.047;   36.68;  -15.47;  15.60
 23364; 75.359770; -7.173965; 75.35977051; -7.17397802; 4.80;-0.164;   -0.23;    5.16;   3.41
 23416; 75.492226; 43.823308; 75.49222507; 43.82331397; 3.03; 0.537;    0.18;   -2.31;   1.60
 23453; 75.619529; 41.075837; 75.61950025; 41.07588953; 3.69; 1.154;    8.88;  -21.43;   4.14
 23497; 75.773947; 21.589962; 75.77376699; 21.59006170; 4.62; 0.155;   68.94;  -40.85;  20.01
 23522; 75.854542; 60.442246; 75.85457200; 60.44228144; 4.03; 0.921;   -6.11;  -14.78;   3.27
 23595; 76.101676;-35.482978; 76.10129897;-35.48287057; 4.55; 1.177;  126.17;  -44.36;  17.63
 23607; 76.142290; 15.404105; 76.14224320; 15.40418059; 4.65;-0.064;   18.40;  -30.99;   8.15
 23685; 76.365268;-22.371033; 76.36521705;-22.37085673; 3.19; 1.460;   19.27;  -72.35;  14.39
 23693; 76.377732;-57.472704; 76.37787652;-57.47298928; 4.71; 0.526;  -31.87;  117.42;  85.83
 23767; 76.628720; 41.234474; 76.62862102; 41.23464074; 3.18;-0.148;   30.60;  -68.41;  14.87
 23783; 76.669295; 51.597720; 76.66940952; 51.59814314; 4.98; 0.343;  -29.31; -173.95;  38.14
 23835; 76.862525; 18.645052; 76.86115023; 18.64500711; 4.91; 0.657;  536.05;   18.51;  63.02
 23875; 76.962438; -5.086446; 76.96264146; -5.08626282; 2.78; 0.161;  -83.39;  -75.44;  36.71
 23972; 77.286596; -8.754081; 77.28659571; -8.75407607; 4.25;-0.187;    0.00;   -2.01;   1.86
 24010; 77.424813; 15.597232; 77.42483084; 15.59727157; 4.81; 0.313;   -7.12;  -16.14;  10.24
 24244; 78.074593;-11.869219; 78.07453075;-11.86914287; 4.45;-0.099;   24.95;  -31.22;  13.53
 24305; 78.232920;-16.205468; 78.23280460;-16.20542901; 3.29;-0.110;   45.66;  -16.13;  17.69
 24327; 78.307824;-12.941292; 78.30785422;-12.94128833; 4.36;-0.094;  -12.22;   -1.32;   5.83
 24331; 78.322839;  2.861265; 78.32283171;  2.86125346; 4.46; 1.166;    3.05;    4.94;   9.49
 24340; 78.357157; 38.484498; 78.35721486; 38.48467394; 4.82; 0.189;  -18.66;  -72.41;  20.08
 24372; 78.439393;-67.185255; 78.43927858;-67.18534976; 4.81; 1.274;   18.18;   38.96;   5.97
 24436; 78.634468; -8.201641; 78.63446353; -8.20163919; 0.18;-0.030;    1.87;   -0.56;   4.22
 24608; 79.172329; 45.997991; 79.17206517; 45.99902927; 0.08; 0.795;   75.52; -427.13;  77.29
 24659; 79.371208;-34.895208; 79.37093064;-34.89438961; 4.81; 0.987;   93.71; -336.53;  29.63
 24674; 79.401625; -6.844409; 79.40166225; -6.84438616; 3.59;-0.115;  -15.31;   -9.57;   5.88
 24727; 79.544037; 33.371613; 79.54395049; 33.37200411; 4.54; 1.252;   29.86; -160.98;  13.92
 24813; 79.785310; 40.099051; 79.78365993; 40.10066732; 4.69; 0.630;  519.39; -664.79;  79.08
 24822; 79.819176; 22.096494; 79.81912416; 22.09669104; 4.96; 0.937;   19.62;  -81.08;  15.83
 24845; 79.893852;-13.176789; 79.89385817;-13.17677698; 4.29;-0.235;   -2.49;   -4.74;   3.03
 24927; 80.112160;-21.239763; 80.11213225;-21.23973932; 4.70;-0.048;   10.78;   -9.91;   7.11
 25044; 80.440616; -0.382465; 80.44061530; -0.38246922; 4.72;-0.168;    0.45;    1.67;   2.53
 25142; 80.708334;  3.544452; 80.70833880;  3.54444809; 4.99;-0.096;   -2.00;    1.80;   3.39
 25247; 80.986784; -7.808065; 80.98681839; -7.80795569; 4.13; 0.943;  -13.91;  -44.80;  18.71
 25281; 81.119236; -2.397146; 81.11923774; -2.39713844; 3.35;-0.240;   -0.54;   -3.21;   3.62
 25302; 81.186777;  1.846445; 81.18677704;  1.84644611; 4.89;-0.200;    0.12;   -0.60;   2.94
 25336; 81.282763;  6.349702; 81.28278416;  6.34973451; 1.64;-0.224;   -8.75;  -13.28;  13.42
 25428; 81.572972; 28.607450; 81.57290804; 28.60787346; 1.65;-0.130;   23.28; -174.22;  24.89
 25473; 81.709285;  3.095674; 81.70928405;  3.09567718; 4.59;-0.199;    0.34;   -1.11;   2.30
 25539; 81.908688; 21.936965; 81.90868350; 21.93698219; 4.88;-0.140;    1.75;   -6.96;   4.69
 25606; 82.061347;-20.759441; 82.06135971;-20.75923214; 2.81; 0.807;   -5.03;  -85.92;  20.49
 25737; 82.433257; -1.092239; 82.43325647; -1.09217557; 4.71; 1.592;    0.19;  -26.08;   7.15
 25813; 82.696049;  5.948139; 82.69603301;  5.94821792; 4.20;-0.143;    6.57;  -32.45;  11.30
 25859; 82.803149;-35.470519; 82.80306450;-35.47043592; 3.86; 1.130;   28.36;  -34.11;  11.77
 25923; 82.982750; -7.301537; 82.98275119; -7.30152625; 4.62;-0.261;   -0.54;   -4.44;   2.11
 25930; 83.001670; -0.299092; 83.00166562; -0.29909340; 2.25;-0.175;    1.67;    0.56;   3.56
 25945; 83.053129; 18.594234; 83.05313020; 18.59424525; 4.32; 2.060;   -0.34;   -4.51;   1.70
 25984; 83.181971; 32.192022; 83.18197584; 32.19203140; 4.71; 0.281;   -1.81;   -4.00;   0.80
 25985; 83.182566;-17.822289; 83.18255798;-17.82229227; 2.58; 0.211;    3.27;    1.54;   2.54
 26069; 83.406324;-62.489825; 83.40631813;-62.48985585; 3.76; 0.640;    1.06;   12.56;   3.14
 26176; 83.705155;  9.489579; 83.70515764;  9.48958528; 4.39;-0.157;   -1.24;   -2.49;   3.31
 26199; 83.761173; -6.002027; 83.76117163; -6.00202867; 4.78;-0.248;    0.59;    0.68;   1.75
 26207; 83.784488;  9.934158; 83.78449043;  9.93416294; 3.39;-0.160;   -1.03;   -1.86;   3.09
 26220; 83.815927; -5.387315; 83.81592896; -5.38731536; 4.98;      ;   -0.92;    0.13;  -1.85
 26235; 83.845420; -5.416060; 83.84541591; -5.41606331; 4.98;-0.097;    1.68;    1.50;   1.72
 26237; 83.846517; -4.838358; 83.84650694; -4.83834045; 4.58;-0.183;    4.29;   -7.15;   4.15
 26241; 83.858260; -5.909901; 83.85825475; -5.90989984; 2.75;-0.210;    2.27;   -0.62;   2.46
 26311; 84.053389; -1.201920; 84.05338572; -1.20191725; 1.69;-0.184;    1.49;   -1.06;   2.43
 26366; 84.226616;  9.290673; 84.22637775;  9.29141200; 4.09; 0.951;   96.84; -304.18;  28.10
 26451; 84.411191; 21.142549; 84.41118447; 21.14259299; 2.97;-0.148;    2.39;  -18.04;   7.82
 26549; 84.686533; -2.600069; 84.68652211; -2.60006791; 3.77;-0.190;    4.61;   -0.40;   2.84
 26563; 84.721179; -7.212829; 84.72121589; -7.21270844; 4.77; 0.139;  -15.00;  -49.55;  21.24
 26594; 84.796443;  4.121467; 84.79644123;  4.12146667; 4.50;-0.098;    0.76;    0.07;   2.01
 26634; 84.912249;-34.074108; 84.91224975;-34.07404941; 2.65;-0.120;   -0.10;  -24.05;  12.16
 26727; 85.189696; -1.942572; 85.18968672; -1.94257841; 1.74;-0.199;    3.99;    2.54;   3.99
 26736; 85.211311; -1.128787; 85.21131577; -1.12878569; 4.95;-0.197;   -1.85;   -0.68;   1.56
 26777; 85.323828; 16.534148; 85.32381426; 16.53418318; 4.84;-0.125;    5.42;  -14.54;   4.36
 26885; 85.619300;  1.474629; 85.61943491;  1.47466498; 4.90; 1.144;  -55.34;  -14.85;  10.80
 27072; 86.115793;-22.448382; 86.11656241;-22.44748663; 3.59; 0.481; -292.42; -368.45; 111.49
 27100; 86.193245;-65.735526; 86.19341279;-65.73554080; 4.34; 0.217;  -28.38;    6.12;  22.48
 27288; 86.738920;-14.821950; 86.73895728;-14.82194717; 3.55; 0.104;  -14.84;   -1.18;  46.47
 27321; 86.821199;-51.066514; 86.82118054;-51.06671329; 3.85; 0.171;    4.65;   81.96;  51.87
 27366; 86.939120; -9.669605; 86.93911641; -9.66960186; 2.07;-0.168;    1.55;   -1.20;   4.52
 27468; 87.254030; 24.567535; 87.25399777; 24.56755473; 4.88; 1.021;   12.07;   -8.16;   6.25
 27483; 87.293492; 39.181071; 87.29358126; 39.18113322; 4.51; 0.949;  -28.42;  -25.55;  15.34
 27511; 87.387211; 12.651324; 87.38726446; 12.65136584; 4.89;-0.068;  -21.63;  -17.35;  12.00
 27530; 87.456926;-56.166663; 87.45656999;-56.16648860; 4.50; 1.075;   81.61;  -71.77;  18.78
 27628; 87.739970;-35.768309; 87.73980340;-35.76929225; 3.12; 1.146;   55.74;  404.68;  37.94
 27639; 87.760156; 37.305573; 87.76004280; 37.30568175; 4.72; 1.621;   36.96;  -44.76;   6.86
 27654; 87.830399;-20.879089; 87.82980343;-20.87751376; 3.76; 0.984;  228.96; -647.96;  29.05
 27673; 87.872496; 39.148480; 87.87246934; 39.14847936; 3.97; 1.132;    8.48;    0.39;  15.17
 27750; 88.110161;  1.855134; 88.11017813;  1.85515790; 4.76; 1.382;   -7.09;   -9.91;   2.93
 27810; 88.278672;-33.801361; 88.27868480;-33.80143950; 4.88;-0.154;   -4.52;   32.40;   9.55
 27830; 88.331859; 27.612262; 88.33184814; 27.61228536; 4.56;-0.008;    3.82;   -9.58;   7.45
 27890; 88.525229;-63.089627; 88.52458376;-63.09102096; 4.65; 1.022;  120.11;  573.43;  36.67
 27913; 88.595760; 20.276175; 88.59618305; 20.27641498; 4.39; 0.594; -163.17;  -98.92; 115.43
 27949; 88.711592; 55.706947; 88.71160776; 55.70690490; 4.96; 0.052;   -3.65;   17.20;  13.54
 27989; 88.792939;  7.407063; 88.79287161;  7.40703634; 0.45; 1.500;   27.33;   10.86;   7.63
 28010; 88.874655;-37.120668; 88.87454313;-37.12060931; 4.97; 1.102;   36.65;  -24.08;   9.93
 28103; 89.101220;-14.167700; 89.10132627;-14.16803805; 3.71; 0.337;  -42.23;  139.02;  66.47
 28199; 89.384208;-35.283280; 89.38421613;-35.28330688; 4.36;-0.165;   -2.65;   11.19;   3.82
 28237; 89.498566; 25.953912; 89.49857371; 25.95391597; 4.81;-0.088;   -2.85;   -1.69;   1.55
 28328; 89.786689;-42.815135; 89.78662719;-42.81510761; 3.96; 1.146;   18.53;  -11.45;   6.14
 28358; 89.881819; 54.284656; 89.88145972; 54.28498197; 3.72; 1.010;   86.31; -134.05;  23.22
 28360; 89.882179; 44.947433; 89.88237261; 44.94743492; 1.90; 0.077;  -56.41;   -0.88;  39.72
 28380; 89.930287; 37.212585; 89.93015897; 37.21276409; 2.65;-0.083;   42.09;  -73.61;  18.83
 28404; 89.983747; 45.936736; 89.98375587; 45.93675346; 4.30; 1.701;   -2.42;   -7.32;   3.88
 28413; 90.013956; -3.074254; 90.01393918; -3.07407681; 4.53; 1.202;    6.87;  -72.71;   7.77
 28574; 90.460091;-10.597930; 90.46010757;-10.59793918; 4.92;-0.128;   -6.88;    3.59;   3.33
 28614; 90.595828;  9.647277; 90.59579323;  9.64736756; 4.12; 0.170;   14.19;  -37.44;  21.49
 28716; 90.979937; 20.138452; 90.97993150; 20.13845865; 4.64; 0.236;    2.19;   -2.81;   0.10
 28734; 91.030062; 23.263341; 91.03006890; 23.26363207; 4.16; 0.835;   -2.60; -119.72;  21.64
 28816; 91.246372;-16.484435; 91.24638576;-16.48442713; 4.92; 0.196;   -5.57;   -3.17;   3.05
 28910; 91.538849;-14.935254; 91.53889172;-14.93528629; 4.67; 0.046;  -16.87;   13.16;  19.14
 29038; 91.893020; 14.768472; 91.89300774; 14.76852318; 4.42;-0.164;    4.95;  -21.18;   6.10
 29276; 92.574621;-54.968645; 92.57463800;-54.96866057; 4.72;-0.229;   -4.11;    6.53;   1.97
 29426; 92.984983; 14.208765; 92.98498656; 14.20881425; 4.45;-0.180;   -1.59;  -20.23;   5.14
 29434; 93.013665; 16.130406; 93.01365054; 16.13044684; 4.95;-0.149;    5.57;  -16.77;   4.21
 29651; 93.713887; -6.274776; 93.71390194; -6.27472737; 3.99; 1.319;   -6.18;  -20.06;   5.06
 29655; 93.719405; 22.506799; 93.71956952; 22.50682376; 3.31; 1.600;  -62.53;  -10.24;   9.34
 29696; 93.844538; 29.498076; 93.84473576; 29.49871224; 4.32; 1.021;  -70.90; -261.73;  19.31
 29807; 94.138065;-35.140519; 94.13806399;-35.14073157; 4.37; 0.978;    0.39;   87.58;  17.83
 29997; 94.711571; 69.319787; 94.71158258; 69.32003430; 4.76; 0.025;   -1.64; -101.65;  18.55
 30060; 94.905778; 59.010965; 94.90579498; 59.01090518; 4.44; 0.032;   -3.51;   24.43;  21.88
 30093; 94.998334; -2.944493; 94.99835160; -2.94449028; 4.91; 1.613;   -7.31;   -1.00;   6.44
 30122; 95.078302;-30.063367; 95.07827982;-30.06337656; 3.02;-0.160;    8.00;    3.81;   9.70
 30277; 95.528451;-33.436400; 95.52852147;-33.43627251; 3.85; 0.858;  -24.19;  -52.48;  13.75
 30324; 95.674939;-17.955918; 95.67494750;-17.95591658; 1.98;-0.240;   -3.45;   -0.47;   6.53
 30343; 95.740113; 22.513586; 95.73996302; 22.51385027; 2.87; 1.621;   56.84; -108.79;  14.07
 30419; 95.942023;  4.592865; 95.94207368;  4.59283881; 4.39; 0.215;  -20.88;   10.75;  25.39
 30438; 95.987958;-52.695660; 95.98787763;-52.69571799;-0.62; 0.164;   19.99;   23.67;  10.43
 30520; 96.224595; 49.287893; 96.22459158; 49.28789903; 4.92; 1.905;    0.82;   -2.48;   0.85
 30788; 97.042533;-32.580071; 97.04257272;-32.58012947; 4.47;-0.169;  -13.78;   24.24;   8.03
 30867; 97.204458; -7.033062; 97.20447548; -7.03305042; 3.76;-0.113;   -7.00;   -4.97;   4.72
 30883; 97.240778; 20.212133; 97.24079361; 20.21216720; 4.13;-0.115;   -5.98;  -14.08;   6.49
 31125; 97.964027;-23.418422; 97.96403433;-23.41843727; 4.34;-0.245;   -2.72;    6.45;   1.59
 31216; 98.225947;  7.332965; 98.22595658;  7.33297921; 4.47; 0.023;   -3.89;   -5.80;   2.16
 31407; 98.744083;-52.975607; 98.74411397;-52.97563454; 4.35;-0.021;   -7.65;   11.33;   1.85
 31416; 98.764118;-22.964793; 98.76408302;-22.96483318; 4.54;-0.035;   13.11;   16.52;   7.92
 31592; 99.170989;-19.255879; 99.17082883;-19.25570928; 3.95; 1.037;   62.32;  -69.91;  50.41
 31681; 99.427921; 16.399252; 99.42792641; 16.39941482; 1.93; 0.001;   -2.04;  -66.92;  31.12
 31685; 99.440297;-43.195934; 99.44029869;-43.19592394; 3.17;-0.103;   -0.43;   -3.99;   7.71
 31700; 99.472590;-18.237478; 99.47260802;-18.23745713; 4.42; 1.137;   -6.86;   -8.47;   7.03
 31827; 99.819663;-14.145764; 99.81965168;-14.14574673; 4.82; 1.459;    4.58;   -7.00;   2.07
 31832; 99.832609; 42.488877; 99.83261264; 42.48901214; 4.80; 1.236;   -0.97;  -55.65;   7.54
 31978;100.244419;  9.895754;100.24442101;  9.89576021; 4.66;-0.233;   -0.66;   -2.51;   3.19
 32246;100.983025; 25.131124;100.98304088; 25.13115531; 3.06; 1.377;   -5.93;  -12.81;   3.61
 32249;100.997053; 13.228017;100.99705857; 13.22814319; 4.49; 1.167;   -2.29;  -51.80;  11.82
 32349;101.287155;-16.716116;101.28854105;-16.71314306;-1.44; 0.009; -546.01;-1223.08; 379.21
 32362;101.322353; 12.895591;101.32263980; 12.89605513; 3.35; 0.443; -115.16; -190.91;  57.02
 32438;101.558883; 59.441670;101.55896951; 59.44169108; 4.86; 0.084;  -18.11;   -8.67;  14.26
 32533;101.832627;  8.037254;101.83268467;  8.03728277; 4.77; 1.396;  -23.34;  -11.84;   6.73
 32578;101.965205;  2.412159;101.96523679;  2.41218914; 4.48; 1.099;  -12.97;  -12.36;   8.74
 32607;102.047718;-61.941392;102.04807134;-61.94197988; 3.24; 0.225;  -68.39;  242.03;  32.96
 32759;102.460246;-32.508478;102.46027285;-32.50848752; 3.50;-0.116;   -9.18;    4.04;   4.13
 32761;102.463808;-53.622450;102.46381712;-53.62249221; 4.41; 0.899;   -2.27;   17.57;   5.90
 32768;102.484035;-50.614560;102.48390349;-50.61439973; 2.94; 1.207;   34.23;  -65.85;  17.85
 32844;102.691435; 41.781230;102.69151315; 41.78156548; 4.99; 1.256;  -23.94; -138.02;   8.95
 32855;102.718135;-34.367319;102.71812209;-34.36732059; 4.99; 1.379;    4.52;    0.85;   3.60
 33018;103.197243; 33.961254;103.19725030; 33.96136985; 3.60; 0.102;   -2.66;  -47.67;  16.59
 33092;103.387114;-20.224254;103.38712732;-20.22426366; 4.82;-0.212;   -5.14;    4.07;   2.02
 33152;103.533136;-24.184211;103.53314518;-24.18422296; 3.89; 1.740;   -3.46;    5.02;   1.65
 33160;103.547491;-12.038628;103.54783633;-12.03859273; 4.08; 1.418; -139.04;  -14.47;  12.94
 33202;103.660983; 13.177827;103.66080771; 13.17801628; 4.73; 0.321;   70.19;  -77.79;  35.79
